key,en,da,de,es,it
com.oddlabs.tt.form.TerrainMenu.rated_game_tip,Play for points (Requires {0} wins),Spil om point (kr�ver {0} sejre),Um Punkte spielen (erfordert {0} Siege),Partida por puntos (requiere {0} victorias),Gioco a punti (Richiede {0} vittorie)
com.oddlabs.tt.form.TerrainMenu.resources,Resources:,Ressourcer:,Ressourcen:,Recursos:,Risorse:
com.oddlabs.tt.form.TerrainMenu.skirmish,New single player game,En spiller,Neues Einzelspielerspiel,Nueva partida de un jugador,Nuovo partita giocatore singolo
com.oddlabs.tt.form.TerrainMenu.standard_options,Standard options,Standard indstillinger,Standardoptionen,Opciones b�sicas,Opzioni standard
com.oddlabs.tt.form.TerrainMenu.team,Team {0},Hold {0},Team {0},Equipo {0},Team {0}
com.oddlabs.tt.form.TerrainMenu.terrain_type,Terrain type:,Terr�ntype:,Gel�ndeart:,Tipo de terreno:,Tipo di terreno:
com.oddlabs.tt.form.TerrainMenu.trees,Trees:,Tr�er:,B�ume:,�rboles:,Alberi:
com.oddlabs.tt.form.TutorialForm.ai,AI,Computer,KI,IA,AI
com.oddlabs.tt.form.TutorialForm.chieftain_unavailable,The chieftain tutorial is unavailable in this demo version of Tribal Trouble.,H�vdingekurset er ikke tilg�ngeligt i denne demonstrationsudgave af Tribal Trouble.,In der Demoversion von Tribal Trouble steht das H�uptling-Tutorial nicht zur Verf�gung.,El tutorial del jefe tribal no est� disponible en esta demostraci�n de Tribal Trouble.,Il tutorial sul Capo Trib� non � disponibile in questa versione demo di Tribal Trouble.
com.oddlabs.tt.form.TutorialForm.tower_unavailable,The tower tutorial is unavailable in this demo version of Tribal Trouble.,T�rnkurset er ikke tilg�ngeligt i denne demonstrationsudgave af Tribal Trouble.,In der Demoversion von Tribal Trouble steht das Turm-Tutorial nicht zur Verf�gung.,El tutorial de la torre no est� disponible en esta demostraci�n de Tribal Trouble.,Il tutorial torre non � disponibile in questa versione demo di Tribal Trouble.
com.oddlabs.tt.form.TutorialForm.tutorial,Tutorial {0},Kursus {0},Tutorial {0},Tutorial {0},Tutorial {0}
com.oddlabs.tt.form.TutorialForm.tutorial1_tip,Getting around,Man�vrering,Navigation,Dando una vuelta,Muoversi nell''ambiente
com.oddlabs.tt.form.TutorialForm.tutorial2_tip,The Quarters,Barakker,Das Quartier,Los Barracones,I Casoni
com.oddlabs.tt.form.TutorialForm.tutorial3_tip,The Armory,Arsenal,Das Zeughaus,La Armer�a,L''armeria
com.oddlabs.tt.form.TutorialForm.tutorial4_tip,Constructing a tower,Byg et t�rn,Einen Turm bauen,Construyendo una torre,Costruisci una torre
com.oddlabs.tt.form.TutorialForm.tutorial5_tip,Training a chieftain,Tr�n en h�vding,Einen H�uptling ausbilden,Entrenando un jefe tribal,Addestramento del Capo
com.oddlabs.tt.form.TutorialForm.tutorial6_tip,Defeating another tribe,Sl� en anden stamme,Einen anderen Stamm besiegen,Derrotando a otra tribu,Vincere una trib�
com.oddlabs.tt.form.TutorialForm.tutorial_caption,Tutorial,Grundkursus,Tutorial,Tutorial,Tutorial
com.oddlabs.tt.form.UpdateGameForm.log_checked,Checked ''{0}'',Unders�gte ''{0}'',''{0}'' �berpr�ft,Comprobado ''{0}'',Verificato ''{0}''
com.oddlabs.tt.form.UpdateGameForm.log_checking,Checking for updates to ''{0}''...,Leder efter opdateringer til ''{0}''...,Nach Aktualisierungen f�r ''{0}'' wird gesucht ...,Buscando actualizaciones para ''{0}''...,Verifica aggiornamenti in  ''{0}''...
com.oddlabs.tt.form.UpdateGameForm.log_copied,Copied ''{0}'',Kopierede ''{0}'',''{0}'' kopiert,Copiado ''{0}'',Copiato ''{0}''
com.oddlabs.tt.form.UpdateGameForm.log_copying,Copying data files to ''{0}'',Kopierer datafiler til ''{0}'',"Datendateien werden nach ""{0}"" kopiert.",Copiando archivos de datos a ''{0}'',Copia dei files in ''{0}''
com.oddlabs.tt.form.UpdateGameForm.log_deleting,Deleting ''{0}''...,Sletter ''{0}''...,''{0}'' wird gel�scht ...,Borrando ''{0}''...,Cancellazione di ''{0}''...
com.oddlabs.tt.form.UpdateGameForm.log_init,Initializing data in ''{0}''...,Initialiserer data i ''{0}''...,"Daten in ""{0}"" werden initialisiert ...",Inicializando datos en ''{0}''...,Inizializzo dati in ''{0}''...
com.oddlabs.tt.form.UpdateGameForm.log_updated,Updated ''{0}'',Opdaterede ''{0}'',''{0}'' aktualisiert,Actualizado ''{0}'',Aggiornato ''{0}''
com.oddlabs.tt.form.UpdateGameForm.log_updating,Updating files...,Opdaterer filer...,Dateien werden aktualisiert ...,Actualizando ficheros...,Aggiornamento files...
com.oddlabs.tt.form.UpdateGameForm.no_updates,No updates are available.,Ingen nye opdateringer.,Es stehen keine Aktualisierungen zur Verf�gung.,No hay ninguna actualizaci�n pendiente.,Nessun aggiornamento disponibile.
com.oddlabs.tt.form.UpdateGameForm.update_failed,Update failed! Please make sure that the installation directory is writable and that your internet connection is online. Error message: {0},Opdatering mislykkedes! S�rg for at installationsmappen ikke er skrivebeskyttet og at du er online. Fejlbesked: {0},"Die Aktualisierung ist fehlgeschlagen. Stellen Sie sicher, dass das Installationsverzeichnis beschreibbar ist und dass eine Verbindung zum Internet besteht. Fehlermeldung: {0}",�Fallo en la actualizaci�n! Aseg�rate que se puede escribir en el directorio de instalaci�n del juego y que la conexi�n a internet funciona. Mensaje de Error: {0},Aggiornamento fallito! Assicurati che la cartella non sia protetta in scrittura e che la tua connessione internet sia attiva. Messaggio di errore: {0}
com.oddlabs.tt.form.UpdateGameForm.updating_caption,"Updating, please be patient","Opdaterer, vent venligst",Aktualisierung. Bitte haben Sie einen Moment Geduld ...,"Actualizando, por favor espera...","Aggiornamento, attendere prego"
com.oddlabs.tt.form.UpdateGameForm.updating_start,Starting update process...,Starter opdateringsprocessen,Der Aktualisierungsvorgang wird gestartet ...,Comenzando proceso de actualizaci�n...,Inizio aggiornamento...
com.oddlabs.tt.form.WaitingForPlayersForm.abort,Abort game,Afbryd spil,Spiel abbrechen,Abortar partida,Abbandona la partita
com.oddlabs.tt.form.WaitingForPlayersForm.confirm_abort,Are you sure you want to abort this game?,Er du sikker p� du vil afbryde spillet?,M�chten Sie dieses Spiel wirklich abbrechen?,�Seguro que quieres abortar esta partida?,Vuoi davvero abbandonare la partita?
com.oddlabs.tt.form.WaitingForPlayersForm.waiting,Waiting for players...,Venter p� spillere...,Auf Spieler warten ...,Esperando a otros jugadores...,Attesa di altri giocatori...
com.oddlabs.tt.form.WarningForm.dont_show,Don''t show this message again,Vis ikke denne besked igen,Diese Meldung nicht mehr anzeigen,No volver a mostrar este mensaje,Non mostrare pi� questo messaggio
com.oddlabs.tt.form.WelcomeForm.register,Register,Registrer,Registrieren,Registrar,Registra
com.oddlabs.tt.form.WelcomeForm.update_now,Update Now,Opdater nu,Jetzt aktualisieren,Actualiza Ahora,Aggiorna Adesso
com.oddlabs.tt.form.WelcomeForm.welcome_caption,Welcome to Tribal Trouble,Velkommen til Tribal Trouble,Willkommen bei Tribal Trouble,Bienvenido a Tribal Trouble,Benvenuto in Tribal Trouble
com.oddlabs.tt.form.WelcomeForm.welcome_message,"Thank you for downloading Tribal Trouble!

If you have a registration code, click Register to get the full version of Tribal Trouble.

Otherwise you can evaluate this demo version, but with some of the game features disabled.

Don''t forget to update the game to get the latest features and fixes. Click Update Now or use the Update entry in the main menu.","Tak for at du har hentet Tribal Trouble!

Hvis du har en registreringsn�gle, s� klik p� Registrer for at f� den fulde udgave af Tribal Trouble.

Ellers kan du evaluere denne demonstrationsudgave, men med en r�kke begr�nsninger.

Glem ikke at opdatere spillet for at f� de seneste �ndringer og rettelser. Klik p� ""Opdater nu"" eller brug Opdater punktet i hovedmenuen.","Danke, dass Sie Tribal Trouble downgeloadet haben!

Wenn Sie einen Registrierungscode haben, klicken Sie auf ''Registrieren'', um die Vollversion von Tribal Trouble zu erhalten.

Andernfalls k�nnen Sie diese Demoversion beliebig lange verwenden, allerdings stehen dann nicht alle Features zur Verf�gung.

Denken Sie daran, das Spiel zu aktualisieren, um die aktuellen Features und Bugfixes zu erhalten. Klicken Sie auf ''Jetzt aktualisieren'', oder w�hlen Sie die Option ''Aktualisieren'' im Hauptmen�.","�Gracias por haber descargado Tribal Trouble!

Si tienes una clave de registro, haz click en Registrar para conseguir la versi�n completa de Tribal Trouble.

De lo contrario puedes evaluar esta versi�n de demostraci�n, pero con algunas caracter�sticas bloqueadas.

No olvides actualizar el juego para conseguir las �ltimas novedades y parches. Haz click en Actualiza Ahora o usa Actualizar en el men� principal.","Grazie per aver scaricato Tribal Trouble!

Se hai un codice di registrazione, clicca su Registra per attivare la versione completa di Tribal Trouble.

Altrimenti puoi valutare questa versione demo, ma alcune delle caratteristiche del gioco saranno disabilitate.

Non dimenticare di aggiornare il gioco per avere l''ultima versione. Clicca Aggiorna Adesso o usa Aggiorna nel menu principale."
com.oddlabs.tt.gui.ActionButtonPanel.armory_tip,Armory ({0}),Arsenal ({0}),Zeughaus ({0}),Armer�a ({0}),Armeria ({0})
com.oddlabs.tt.gui.ActionButtonPanel.attack_tip,Attack ({0}),Angrib ({0}),Angreifen ({0}),Atacar ({0}),Attacca ({0})
com.oddlabs.tt.gui.ActionButtonPanel.back_tip,Back ({0}),Tilbage ({0}),Zur�ck ({0}),Atr�s ({0}),Indietro ({0})
com.oddlabs.tt.gui.ActionButtonPanel.build_chicken_tip,Chicken weapon,Kyllingev�ben,H�hnchenwaffe,Arma de pollo,Armi di pollo
com.oddlabs.tt.gui.ActionButtonPanel.build_iron_tip,Iron weapon,Jernv�ben,Eisenwaffe,Arma de hierro,Armi di ferro
com.oddlabs.tt.gui.ActionButtonPanel.build_rock_tip,Rock weapon,Stenv�ben,Steinwaffe,Arma de piedra,Armi di roccia
com.oddlabs.tt.gui.ActionButtonPanel.chicken_resources_tip,Chicken resources,Kyllingeressourcer,H�hnchenressourcen,Recursos de pollo tropical,Risorse di Pollo
com.oddlabs.tt.gui.ActionButtonPanel.chicken_unavailable,Chicken warriors are unavailable in this demo version of Tribal Trouble.,Kyllingekrigere er ikke tilg�ngelige i denne demonstrationsudgave af Tribal Trouble.,In der Demoversion von Tribal Trouble stehen keine H�hnchenkrieger zur Verf�gung.,Los guerreros pollo no est�n disponibles en esta versi�n de demostraci�n de Tribal Trouble.,I Guerrieri di Pollo non sono disponibili in questa versione demo di Tribal Trouble.
com.oddlabs.tt.gui.ActionButtonPanel.chicken_weapons_tip,Chicken weapons,Kyllingev�ben,H�hnchenwaffen,Armas de pollo tropical,Armi di pollo
com.oddlabs.tt.gui.ActionButtonPanel.deploy_army_tip,Deploy Army ({0}),Udsend h�r ({0}),Armee ausr�sten  ({0}),Desplegar ej�rcito ({0}),Crea l''esercito ({0})
com.oddlabs.tt.gui.ActionButtonPanel.deploy_chicken_tip,Chicken Warrior,Kyllingekriger,H�hnchenkrieger,Guerrero pollo,Guerriero di pollo
com.oddlabs.tt.gui.ActionButtonPanel.deploy_iron_tip,Iron Warrior,Jernkriger,Eisenkrieger,Guerrero hierro,Guerriero di ferro
com.oddlabs.tt.gui.ActionButtonPanel.deploy_peon_tip,Peon,Arbejder,Knecht,Pe�n,Peone
com.oddlabs.tt.gui.ActionButtonPanel.deploy_rock_tip,Rock Warrior,Stenkriger,Steinkrieger,Guerrero piedra,Guerriero di roccia
com.oddlabs.tt.gui.ActionButtonPanel.exit_tip,Exit ({0}),Exit ({0}),Verlassen ({0}),Salir ({0}),Esci ({0})
com.oddlabs.tt.gui.ActionButtonPanel.gather_repair_tip,Gather/Repair ({0}),Saml/Reparer ({0}),Sammeln/Reparieren ({0}),Recolectar/Reparar ({0}),Raccogli/Ripara ({0})
com.oddlabs.tt.gui.ActionButtonPanel.gather_resources_tip,Gather Resources ({0}),Saml ressourcer ({0}),Ressourcen sammeln ({0}),Recolectar recursos ({0}),Raccogli Risorse ({0})
com.oddlabs.tt.gui.ActionButtonPanel.harvest_chicken_tip,Tropical Chicken,Tropekylling,Tropenh�hnchen,Pollo,Pollo Tropicale
com.oddlabs.tt.gui.ActionButtonPanel.harvest_iron_tip,Iron,Jern,Eisen,Hierro,Ferro
com.oddlabs.tt.gui.ActionButtonPanel.harvest_rock_tip,Rock,Sten,Stein,Piedra,Roccia
com.oddlabs.tt.gui.ActionButtonPanel.harvest_tree_tip,Wood,Tr�,Holz,Madera,Legno
com.oddlabs.tt.gui.ActionButtonPanel.iron_resources_tip,Iron resources,Jernressourcer,Eisenressourcen,Recursos de hierro,Risorse di Ferro
com.oddlabs.tt.gui.ActionButtonPanel.iron_weapons_tip,Iron weapons,Jernv�ben,Eisenwaffen,Armas de hierro,Armi di ferro
com.oddlabs.tt.gui.ActionButtonPanel.move_tip,Move ({0}),G� ({0}),Bewegen ({0}),Mover ({0}),Muovi ({0})
com.oddlabs.tt.gui.ActionButtonPanel.produce_weapons_tip,Produce Weapons ({0}),Producer v�ben ({0}),Waffen herstellen ({0}),Fabricar armas ({0}),Produci Armi ({0})
com.oddlabs.tt.gui.ActionButtonPanel.quarters_tip,Quarters ({0}),Barakker ({0}),Quartier ({0}),Barrac�n ({0}),Casone ({0})
com.oddlabs.tt.gui.ActionButtonPanel.rally_point_tip,Rally Point ({0}),Samlingspunkt ({0}),Versammlungsort ({0}),Punto de encuentro ({0}),Luogo di Raduno ({0})
com.oddlabs.tt.gui.ActionButtonPanel.rock_resources_tip,Rock resources,Stenressourcer,Steinressourcen,Recursos de piedra,Risorse di Roccia
com.oddlabs.tt.gui.ActionButtonPanel.rock_weapons_tip,Rock weapons,Stenv�ben,Steinwaffen,Armas de piedra,Armi di roccia
com.oddlabs.tt.gui.ActionButtonPanel.tower_tip,Tower ({0}),T�rn ({0}),Turm ({0}),Torre ({0}),Torre ({0})
com.oddlabs.tt.gui.ActionButtonPanel.towers_unavailable,Towers are unavailable in this demo version of Tribal Trouble.,T�rne er ikke tilg�ngelige i denne demonstrationsudgave af Tribal Trouble.,In der Demoversion von Tribal Trouble stehen keine T�rme zur Verf�gung.,Las torres no est�n disponibles en esta versi�n de demostraci�n de Tribal Trouble.,Le Torri non sono disponibili in questa versione demo di Tribal Trouble.
com.oddlabs.tt.gui.ActionButtonPanel.train_chieftain_tip,Train Chieftain ({0}),Tr�n h�vding ({0}),H�uptling ausbilden ({0}),Entrenar jefe tribal ({0}),Capo Trib� ({0})
com.oddlabs.tt.gui.ActionButtonPanel.transport_chicken_tip,Tropical Chicken,Tropekylling,Tropenh�hnchen,Pollo tropical,Pollo Tropicale
com.oddlabs.tt.gui.ActionButtonPanel.transport_iron_tip,Iron,Jern,Eisen,Hierro,Ferro
com.oddlabs.tt.gui.ActionButtonPanel.transport_resources_tip,Transport Resources ({0}),Transporter ressourcer ({0}),Ressourcen transportieren ({0}),Transportar recursos ({0}),Trasporta Risorse ({0})
com.oddlabs.tt.gui.ActionButtonPanel.transport_rock_tip,Rock,Sten,Stein,Piedra,Roccia
com.oddlabs.tt.gui.ActionButtonPanel.transport_tree_tip,Wood,Tr�,Holz,Madera,Legno
com.oddlabs.tt.gui.ActionButtonPanel.tree_resources_tip,Wood resources,Tr�ressourcer,Holzressourcen,Recursos de madera,Risorse di Legno
com.oddlabs.tt.gui.ActionButtonPanel.units_tip,Units,Enheder,Einheiten,Unidades,Unit�
com.oddlabs.tt.gui.BuyButton.buy_quit_message,The game will quit now and take you to our online store. Continue?,Spillet afsluttes nu og vil �bne vores onlinebutik i en browser. Forts�t?,"Das Spiel wird nun beendet, und der Onlineshop wird gestartet. M�chten Sie fortfahren?",El juego se cerrar� y se lanzar� el navegador con nuestra p�gina web. �Continuar?,Il gioco ora si chiuder� e verrai reindirizzato al nostro negozio online. Continuare?
